PaymentID,BillID,PaymentMethod,PaymentStatus,PaymentDate,AmountPaid
2852,2852,Cash,Paid,2024-03-30,2844.85
2853,2853,Credit Card,Paid,2025-06-05,3505.62
2854,2854,Debit Card,Paid,2026-07-05,2812.52
2855,2855,Cash,Paid,2024-01-30,2132.95
2856,2856,Debit Card,Paid,2026-07-05,2355.07
2857,2857,UPI,Paid,2026-07-05,2709.21
2858,2858,Cash,Paid,2026-07-08,2625.56
2859,2859,Insurance,Paid,2025-09-26,2620.88
2860,2860,Insurance,Paid,2026-06-09,1687.71
2861,2861,Cash,Paid,2026-07-06,1955.99
2862,2862,Debit Card,Paid,2024-09-17,2328.73
2863,2863,Credit Card,Paid,2026-07-05,2221.29
2864,2864,Credit Card,Paid,2026-07-07,2906.4
2865,2865,Cash,Paid,2025-10-24,2713.47
2866,2866,Debit Card,Paid,2024-09-11,1959.8
2867,2867,UPI,Paid,2026-02-23,1888.04
2868,2868,Cash,Paid,2026-07-09,2213.94
2869,2869,Credit Card,Paid,2026-02-22,2940.76
2870,2870,Cash,Paid,2025-10-11,1493.13
2871,2871,Credit Card,Paid,2025-05-22,1354.34
2872,2872,Debit Card,Paid,2026-07-07,2581.16
2873,2873,Cash,Paid,2026-07-08,1559.09
2874,2874,Credit Card,Paid,2026-04-22,2958.41
2875,2875,UPI,Paid,2025-10-24,1827.5
2876,2876,Insurance,Paid,2026-07-02,2715.45
2877,2877,UPI,Paid,2026-07-06,2666.04
2878,2878,Cash,Paid,2025-11-19,1839.79
2879,2879,Cash,Paid,2025-11-22,2848.07
2880,2880,Insurance,Paid,2023-08-01,1636.18
2881,2881,Cash,Refunded,2026-07-07,2382.16
2882,2882,Credit Card,Paid,2023-11-01,2334.99
2883,2883,UPI,Paid,2026-07-08,1416.65
2884,2884,Credit Card,Paid,2026-07-04,3103.45
2885,2885,Credit Card,Paid,2026-07-07,2498.6
2886,2886,Insurance,Paid,2025-06-10,2314.4
2887,2887,Debit Card,Paid,2024-09-16,2132.86
2888,2888,Insurance,Paid,2025-08-31,1409.48
2889,2889,Insurance,Paid,2025-07-22,3339.23
2890,2890,Cash,Paid,2025-04-15,2890.16
2891,2891,Debit Card,Paid,2025-04-06,2531.43
2892,2892,Insurance,Paid,2025-07-24,2544.97
2893,2893,Cash,Paid,2025-10-27,1839.84
2894,2894,Insurance,Paid,2026-07-08,3677.22
2895,2895,Debit Card,Paid,2026-07-08,2289.46
2896,2896,Credit Card,Paid,2025-01-21,2346.59
2897,2897,Insurance,Paid,2025-06-01,2424.51
2898,2898,Credit Card,Paid,2025-12-04,2537.78
2899,2899,UPI,Paid,2024-01-09,2987.97
2900,2900,Debit Card,Paid,2025-06-05,3055.97
2901,2901,Cash,Paid,2025-07-04,2603.6
2902,2902,UPI,Paid,2026-06-27,2366.64
2903,2903,UPI,Paid,2026-05-27,1910.05
2904,2904,UPI,Paid,2026-07-04,2652.72
2905,2905,UPI,Paid,2025-03-14,1969.77
2906,2906,UPI,Paid,2024-09-08,2621.34
2907,2907,Insurance,Paid,2024-08-04,2406.33
2908,2908,Insurance,Paid,2025-02-27,1257.75
2909,2909,Cash,Paid,2025-12-01,3639.86
2910,2910,Cash,Paid,2025-05-11,3183.18
2911,2911,Credit Card,Paid,2025-11-01,3240.99
2912,2912,Cash,Paid,2024-10-02,1941.15
2913,2913,UPI,Paid,2025-10-17,1998.42
2914,2914,UPI,Paid,2025-02-01,2444.17
2915,2915,UPI,Paid,2025-03-30,1591.96
2916,2916,Debit Card,Paid,2025-06-25,2257.62
2917,2917,Debit Card,Paid,2025-08-04,1658.66
2918,2918,Debit Card,Paid,2025-11-09,3745.93
2919,2919,Credit Card,Refunded,2026-06-19,1826.28
2920,2920,UPI,Paid,2025-06-19,1908.38
2921,2921,UPI,Paid,2026-07-06,2506.16
2922,2922,UPI,Paid,2026-03-16,2058.89
2923,2923,Credit Card,Paid,2025-05-18,2149.04
2924,2924,UPI,Paid,2025-11-13,3174.37
2925,2925,Debit Card,Paid,2026-06-23,2149.35
2926,2926,Debit Card,Paid,2025-07-06,1194.88
2927,2927,Insurance,Paid,2026-05-16,2281.88
2928,2928,Debit Card,Paid,2025-01-16,2473.16
2929,2929,Credit Card,Paid,2026-03-21,2201.67
2930,2930,UPI,Pending,,0.0
2931,2931,Cash,Paid,2024-10-06,1662.41
2932,2932,Insurance,Paid,2025-07-28,3522.48
2933,2933,UPI,Paid,2026-07-05,1592.81
2934,2934,Insurance,Paid,2026-07-06,1971.24
2935,2935,Cash,Paid,2025-03-18,2400.69
2936,2936,UPI,Paid,2026-07-08,1644.16
2937,2937,Insurance,Paid,2026-05-03,1280.04
2938,2938,UPI,Paid,2026-07-06,1910.81
2939,2939,Debit Card,Paid,2024-06-20,3323.05
2940,2940,Debit Card,Paid,2026-07-09,2673.92
2941,2941,Credit Card,Paid,2026-07-04,1341.0
2942,2942,Credit Card,Paid,2026-07-04,2849.51
2943,2943,Credit Card,Paid,2025-01-13,2941.17
2944,2944,Insurance,Pending,,0.0
2945,2945,Credit Card,Paid,2026-04-08,2803.08
2946,2946,Insurance,Paid,2026-07-09,1568.51
2947,2947,Debit Card,Paid,2025-12-03,721.08
2948,2948,Debit Card,Pending,,0.0
2949,2949,UPI,Paid,2026-07-08,1390.74
2950,2950,Insurance,Paid,2024-12-22,2844.45
2951,2951,Debit Card,Paid,2025-04-22,2693.44
2952,2952,Cash,Paid,2026-05-20,2688.02
2953,2953,Insurance,Paid,2026-07-07,2855.11
2954,2954,Cash,Paid,2025-07-06,2442.92
2955,2955,Debit Card,Paid,2024-06-01,2013.72
2956,2956,Cash,Paid,2025-11-15,2454.96
2957,2957,Credit Card,Paid,2026-07-07,2056.24
2958,2958,Debit Card,Paid,2023-09-09,2358.94
2959,2959,Cash,Paid,2026-06-27,2144.59
2960,2960,UPI,Paid,2025-09-14,2291.06
2961,2961,UPI,Paid,2024-12-17,1777.44
2962,2962,Credit Card,Paid,2025-09-05,3022.94
2963,2963,Debit Card,Paid,2026-07-08,1444.68
2964,2964,Insurance,Paid,2026-07-07,2176.5
2965,2965,Insurance,Paid,2025-02-03,1867.23
2966,2966,UPI,Paid,2025-03-16,1706.04
2967,2967,Insurance,Paid,2025-11-26,1876.2
2968,2968,Insurance,Paid,2024-05-27,1626.42
2969,2969,UPI,Paid,2026-01-05,3100.27
2970,2970,Credit Card,Paid,2024-06-29,1580.11
2971,2971,Insurance,Paid,2026-07-06,2268.19
2972,2972,Insurance,Paid,2026-07-06,2810.01
2973,2973,Credit Card,Pending,,0.0
2974,2974,UPI,Paid,2025-08-15,1795.57
2975,2975,UPI,Paid,2026-06-02,1979.19
2976,2976,Insurance,Paid,2026-06-03,1772.21
2977,2977,Insurance,Paid,2025-07-28,2119.35
2978,2978,Cash,Paid,2025-04-07,2803.96
2979,2979,Cash,Paid,2026-07-09,2617.1
2980,2980,Insurance,Paid,2026-01-29,3852.52
2981,2981,Insurance,Paid,2025-08-11,2651.55
2982,2982,Credit Card,Paid,2026-04-10,3111.54
2983,2983,Insurance,Paid,2024-04-20,1928.27
2984,2984,Debit Card,Paid,2026-07-07,1718.27
2985,2985,Debit Card,Pending,,0.0
2986,2986,Credit Card,Pending,,0.0
2987,2987,Insurance,Paid,2025-08-03,2124.19
2988,2988,Debit Card,Paid,2026-01-09,1395.99
2989,2989,Cash,Paid,2026-02-02,2049.09
2990,2990,Cash,Paid,2026-07-08,651.43
2991,2991,Credit Card,Paid,2026-07-05,2785.88
2992,2992,Credit Card,Paid,2025-07-06,2251.24
2993,2993,Insurance,Paid,2026-07-04,1713.44
2994,2994,UPI,Paid,2025-04-08,1257.84
2995,2995,Credit Card,Pending,,0.0
2996,2996,Cash,Paid,2024-11-22,967.48
2997,2997,UPI,Paid,2026-07-07,2410.1
2998,2998,Insurance,Paid,2025-12-02,2785.25
2999,2999,UPI,Paid,2024-09-19,2728.06
3000,3000,UPI,Pending,,0.0
3001,3001,Insurance,Paid,2026-01-26,2215.91
3002,3002,Credit Card,Paid,2026-05-26,2314.82
3003,3003,Credit Card,Paid,2025-01-07,3024.13
3004,3004,Cash,Paid,2026-07-08,2143.92
3005,3005,Insurance,Paid,2025-02-01,2498.5
3006,3006,Cash,Paid,2025-11-26,1944.26
3007,3007,Credit Card,Paid,2025-06-04,1469.11
3008,3008,UPI,Paid,2026-07-08,1715.45
3009,3009,Debit Card,Paid,2025-05-03,3268.7
3010,3010,Cash,Paid,2024-07-23,3440.21
3011,3011,Debit Card,Paid,2025-08-13,1287.01
3012,3012,Insurance,Paid,2026-07-05,2292.22
3013,3013,Cash,Paid,2025-02-02,3558.91
3014,3014,Cash,Paid,2023-12-08,2012.22
3015,3015,Debit Card,Refunded,2025-12-16,1357.55
3016,3016,Cash,Paid,2026-07-06,1626.99
3017,3017,Debit Card,Paid,2025-02-19,2223.4
3018,3018,Cash,Paid,2026-07-09,3082.18
3019,3019,Debit Card,Paid,2026-07-08,1765.42
3020,3020,Insurance,Paid,2024-12-10,1044.06
3021,3021,Insurance,Pending,,0.0
3022,3022,Debit Card,Paid,2025-09-03,3026.01
3023,3023,Cash,Paid,2025-01-23,2218.07
3024,3024,Debit Card,Paid,2026-07-07,1934.46
3025,3025,Insurance,Paid,2026-07-05,2085.11
3026,3026,Insurance,Paid,2026-07-05,2680.44
3027,3027,UPI,Paid,2025-07-05,2887.24
3028,3028,Cash,Paid,2024-09-21,1540.36
3029,3029,Cash,Paid,2025-04-23,1137.68
3030,3030,UPI,Paid,2026-07-06,1889.62
3031,3031,Debit Card,Paid,2025-09-28,3309.1
3032,3032,Debit Card,Paid,2024-12-08,1979.37
3033,3033,Debit Card,Paid,2024-04-08,2719.93
3034,3034,Debit Card,Paid,2026-07-04,2403.31
3035,3035,Insurance,Paid,2024-01-16,2327.13
3036,3036,UPI,Pending,,0.0
3037,3037,Credit Card,Paid,2026-07-07,2312.97
3038,3038,Insurance,Paid,2024-05-12,1861.62
3039,3039,Credit Card,Paid,2024-08-28,2342.42
3040,3040,Cash,Paid,2024-07-04,2278.06
3041,3041,Credit Card,Paid,2025-12-01,2389.54
3042,3042,UPI,Paid,2025-05-12,2572.43
3043,3043,Insurance,Paid,2024-03-15,1263.51
3044,3044,UPI,Paid,2026-07-09,2716.32
3045,3045,Insurance,Paid,2025-05-11,2368.31
3046,3046,Cash,Paid,2025-05-11,2255.01
3047,3047,UPI,Paid,2026-07-06,2375.0
3048,3048,Cash,Paid,2024-03-15,1617.27
3049,3049,Cash,Paid,2026-07-05,2562.48
3050,3050,Credit Card,Paid,2024-07-14,3757.49
3051,3051,Credit Card,Refunded,2026-07-05,2801.46
3052,3052,Credit Card,Paid,2026-07-07,2873.06
3053,3053,Credit Card,Paid,2026-07-04,2339.8
3054,3054,Credit Card,Paid,2025-01-29,1978.94
3055,3055,Debit Card,Pending,,0.0
3056,3056,UPI,Paid,2026-04-02,1609.63
3057,3057,Credit Card,Paid,2026-07-09,2561.15
3058,3058,Cash,Paid,2024-01-06,2615.12
3059,3059,Debit Card,Paid,2026-07-09,2615.12
3060,3060,UPI,Paid,2024-12-31,2617.9
3061,3061,Cash,Paid,2026-05-05,882.48
3062,3062,Debit Card,Paid,2026-04-01,2802.11
3063,3063,Debit Card,Paid,2026-07-06,2372.55
3064,3064,Cash,Paid,2026-07-07,2935.24
3065,3065,Credit Card,Paid,2026-03-18,2337.83
3066,3066,Debit Card,Paid,2026-04-12,1851.14
3067,3067,Insurance,Pending,,0.0
3068,3068,Insurance,Paid,2026-05-18,1673.02
3069,3069,UPI,Paid,2026-04-05,2911.07
3070,3070,Cash,Paid,2026-07-09,2980.96
3071,3071,Insurance,Pending,,0.0
3072,3072,Insurance,Paid,2026-05-06,2321.1
3073,3073,Credit Card,Paid,2026-02-20,1322.96
3074,3074,UPI,Paid,2025-09-02,1951.56
3075,3075,Cash,Paid,2024-10-16,2933.4
3076,3076,Insurance,Paid,2026-03-31,2056.68
3077,3077,Debit Card,Paid,2026-07-04,2563.5
3078,3078,UPI,Paid,2026-07-04,1888.3
3079,3079,Cash,Pending,,0.0
3080,3080,UPI,Paid,2026-03-20,2273.98
3081,3081,Debit Card,Paid,2026-07-09,2541.03
3082,3082,Debit Card,Paid,2025-12-02,2814.81
3083,3083,Credit Card,Paid,2024-07-14,1461.3
3084,3084,Debit Card,Paid,2025-01-18,2472.82
3085,3085,Insurance,Paid,2026-07-06,4011.77
3086,3086,Credit Card,Paid,2025-03-05,2571.3
3087,3087,UPI,Paid,2026-07-05,1455.64
3088,3088,Debit Card,Paid,2026-07-05,2052.69
3089,3089,Cash,Refunded,2024-07-11,2215.56
3090,3090,Insurance,Paid,2025-06-12,2925.84
3091,3091,Cash,Refunded,2024-09-20,2249.18
3092,3092,UPI,Paid,2025-06-11,2087.83
3093,3093,Credit Card,Paid,2026-07-05,3510.29
3094,3094,Debit Card,Paid,2025-09-21,1678.86
3095,3095,Insurance,Paid,2026-07-08,2254.9
3096,3096,Insurance,Paid,2026-04-20,2477.81
3097,3097,Debit Card,Paid,2026-07-05,2043.37
3098,3098,Debit Card,Paid,2026-07-09,1181.94
3099,3099,Debit Card,Paid,2025-08-26,2035.9
3100,3100,Insurance,Paid,2026-02-09,3007.85
3101,3101,Credit Card,Paid,2026-07-09,3007.19
3102,3102,Debit Card,Paid,2025-10-30,1005.9
3103,3103,Credit Card,Paid,2025-02-09,2896.33
3104,3104,UPI,Paid,2026-01-31,2627.44
3105,3105,Cash,Paid,2024-08-22,2275.97
3106,3106,UPI,Paid,2026-07-05,1671.5
3107,3107,Credit Card,Paid,2023-11-26,1746.28
3108,3108,Insurance,Paid,2025-09-16,687.99
3109,3109,UPI,Paid,2026-07-08,2132.34
3110,3110,Cash,Paid,2024-10-22,1356.69
3111,3111,Cash,Paid,2026-07-06,2152.97
3112,3112,Credit Card,Paid,2026-05-18,2614.84
3113,3113,Cash,Paid,2026-04-12,2667.58
3114,3114,Debit Card,Paid,2025-10-25,2856.44
3115,3115,Debit Card,Paid,2024-08-02,1890.58
3116,3116,Debit Card,Paid,2026-07-07,2355.8
3117,3117,Cash,Paid,2025-12-11,2506.05
3118,3118,Cash,Paid,2023-11-20,1755.69
3119,3119,Insurance,Paid,2025-07-02,4137.0
3120,3120,Insurance,Paid,2026-07-05,1699.64
3121,3121,Credit Card,Paid,2026-02-22,3275.52
3122,3122,Credit Card,Paid,2026-07-08,1877.26
3123,3123,Debit Card,Paid,2025-08-22,2873.37
3124,3124,UPI,Paid,2026-07-05,2954.3
3125,3125,UPI,Paid,2024-12-30,853.06
3126,3126,Debit Card,Paid,2025-05-30,2386.18
3127,3127,Insurance,Paid,2024-09-02,1248.72
3128,3128,UPI,Paid,2024-11-29,3168.58
3129,3129,Credit Card,Pending,,0.0
3130,3130,Insurance,Paid,2026-07-08,2367.47
3131,3131,UPI,Paid,2026-02-23,1278.98
3132,3132,Insurance,Paid,2026-07-05,3193.07
3133,3133,UPI,Paid,2024-12-17,1656.62
3134,3134,Cash,Paid,2026-07-05,1785.49
3135,3135,Debit Card,Paid,2026-07-07,1953.85
3136,3136,Debit Card,Paid,2026-07-07,1340.01
3137,3137,UPI,Pending,,0.0
3138,3138,Debit Card,Paid,2026-03-02,3371.69
3139,3139,Cash,Paid,2025-03-18,1675.63
3140,3140,Insurance,Paid,2026-07-09,1980.2
3141,3141,UPI,Paid,2024-09-22,2770.16
3142,3142,Debit Card,Paid,2025-05-22,2162.57
3143,3143,UPI,Paid,2025-11-30,2463.17
3144,3144,Credit Card,Paid,2026-07-09,1289.41
3145,3145,Debit Card,Paid,2026-07-08,1510.05
3146,3146,Insurance,Paid,2024-08-05,3017.28
3147,3147,UPI,Paid,2026-07-09,2296.27
3148,3148,Cash,Paid,2026-01-01,2137.94
3149,3149,Credit Card,Pending,,0.0
3150,3150,Insurance,Paid,2025-04-23,3568.38
3151,3151,Debit Card,Paid,2024-04-21,1680.29
3152,3152,Cash,Paid,2024-08-18,2718.78
3153,3153,UPI,Paid,2026-07-04,2316.91
3154,3154,Cash,Paid,2024-12-26,3125.72
3155,3155,UPI,Paid,2025-06-14,1155.87
3156,3156,Debit Card,Paid,2024-09-13,3631.64
3157,3157,UPI,Paid,2026-01-10,1732.53
3158,3158,Credit Card,Paid,2026-07-06,2091.36
3159,3159,Credit Card,Paid,2026-01-28,1870.64
3160,3160,Debit Card,Paid,2026-07-05,2511.82
3161,3161,Insurance,Paid,2025-09-02,1884.37
3162,3162,Credit Card,Paid,2025-03-21,2311.97
3163,3163,UPI,Paid,2025-11-18,1262.88
3164,3164,UPI,Paid,2026-07-09,3330.23
3165,3165,UPI,Paid,2024-04-09,2348.01
3166,3166,Credit Card,Paid,2024-05-16,1682.17
3167,3167,Debit Card,Paid,2025-08-27,1962.74
3168,3168,Debit Card,Paid,2024-01-14,3070.86
3169,3169,UPI,Paid,2024-04-27,2772.45
3170,3170,Insurance,Paid,2025-07-30,3697.54
3171,3171,UPI,Paid,2025-01-06,2008.18
3172,3172,Insurance,Paid,2026-07-07,2363.46
3173,3173,Credit Card,Paid,2024-03-09,1861.12
3174,3174,Insurance,Paid,2026-07-09,2349.07
3175,3175,Cash,Paid,2026-07-07,2806.78
3176,3176,Cash,Pending,,0.0
3177,3177,UPI,Paid,2026-07-08,1826.87
3178,3178,Credit Card,Paid,2026-05-02,2679.85
3179,3179,Insurance,Paid,2026-04-07,3587.43
3180,3180,Cash,Paid,2024-11-04,1901.2
3181,3181,Insurance,Paid,2026-05-20,2520.02
3182,3182,Credit Card,Paid,2025-11-03,1396.45
3183,3183,Debit Card,Paid,2026-07-04,2365.27
3184,3184,Cash,Pending,,0.0
3185,3185,Debit Card,Paid,2026-07-07,2052.02
3186,3186,Insurance,Paid,2025-04-19,1403.87
3187,3187,Cash,Paid,2024-05-29,2106.21
3188,3188,Insurance,Paid,2026-07-05,1953.45
3189,3189,Credit Card,Paid,2026-07-04,2618.45
3190,3190,Credit Card,Paid,2026-07-05,1630.12
3191,3191,Cash,Paid,2026-07-06,3236.23
3192,3192,Insurance,Paid,2024-12-09,2697.54
3193,3193,Insurance,Paid,2025-12-07,2860.01
3194,3194,Cash,Paid,2023-12-22,1767.69
3195,3195,Credit Card,Pending,,0.0
3196,3196,Credit Card,Paid,2025-09-30,1983.92
3197,3197,Credit Card,Paid,2025-04-25,998.93
3198,3198,Cash,Paid,2026-07-06,2220.8
3199,3199,Insurance,Paid,2026-07-06,1050.05
3200,3200,Insurance,Paid,2026-07-06,1895.33
3201,3201,Cash,Paid,2024-08-18,1429.02
3202,3202,Debit Card,Paid,2026-07-07,2361.92
3203,3203,Credit Card,Paid,2026-07-09,2011.72
3204,3204,Debit Card,Paid,2026-07-08,1707.3
3205,3205,Cash,Paid,2026-07-04,2038.27
3206,3206,Debit Card,Paid,2026-07-07,1909.2
3207,3207,Credit Card,Paid,2023-12-08,1518.73
3208,3208,Credit Card,Paid,2025-08-23,2105.25
3209,3209,Insurance,Paid,2024-10-10,2315.65
3210,3210,Credit Card,Paid,2026-07-08,1697.11
3211,3211,Cash,Paid,2026-01-11,1691.18
3212,3212,Insurance,Paid,2026-07-06,2061.98
3213,3213,UPI,Paid,2025-07-28,2238.67
3214,3214,Credit Card,Paid,2026-03-02,3031.02
3215,3215,Credit Card,Paid,2026-07-09,2460.73
3216,3216,Credit Card,Refunded,2026-07-09,2410.65
3217,3217,Credit Card,Paid,2025-01-05,2500.37
3218,3218,Insurance,Paid,2026-07-05,1653.04
3219,3219,Debit Card,Paid,2025-04-13,2332.84
3220,3220,Debit Card,Paid,2023-10-18,1621.34
3221,3221,Insurance,Paid,2025-11-30,1786.1
3222,3222,Debit Card,Paid,2024-11-05,1415.41
3223,3223,Insurance,Paid,2026-07-09,2647.76
3224,3224,Debit Card,Pending,,0.0
3225,3225,Cash,Paid,2025-03-14,1840.26
3226,3226,Debit Card,Paid,2026-01-06,1595.53
3227,3227,Cash,Paid,2025-06-29,2777.53
3228,3228,Credit Card,Paid,2024-06-01,2831.47
3229,3229,Insurance,Paid,2026-01-27,3342.53
3230,3230,UPI,Paid,2026-07-06,1140.39
3231,3231,Debit Card,Paid,2025-08-26,2405.23
3232,3232,UPI,Paid,2025-10-10,2073.72
3233,3233,UPI,Paid,2026-07-07,2303.26
3234,3234,Debit Card,Paid,2025-12-12,1942.88
3235,3235,Cash,Paid,2025-04-28,2206.53
3236,3236,Credit Card,Pending,,0.0
3237,3237,Credit Card,Paid,2025-09-06,2642.44
3238,3238,Cash,Paid,2025-12-05,1584.51
3239,3239,Credit Card,Pending,,0.0
3240,3240,Cash,Paid,2026-03-01,2941.79
3241,3241,Credit Card,Paid,2026-03-25,2932.41
3242,3242,Debit Card,Paid,2026-07-05,2106.71
3243,3243,Insurance,Paid,2025-05-29,2852.52
3244,3244,Insurance,Paid,2023-12-01,3212.65
3245,3245,Debit Card,Paid,2024-08-31,2149.54
3246,3246,Cash,Paid,2026-07-07,3301.74
3247,3247,Cash,Paid,2025-09-14,3165.14
3248,3248,Credit Card,Pending,,0.0
3249,3249,UPI,Pending,,0.0
3250,3250,Insurance,Pending,,0.0
3251,3251,UPI,Paid,2026-06-27,2325.38
3252,3252,Cash,Paid,2026-02-27,2322.01
3253,3253,Credit Card,Pending,,0.0
3254,3254,Debit Card,Paid,2026-07-05,2866.96
3255,3255,Debit Card,Paid,2024-01-01,2978.98
3256,3256,Cash,Paid,2025-04-10,2475.03
3257,3257,Insurance,Paid,2026-07-08,1624.67
3258,3258,UPI,Paid,2026-07-09,2165.25
3259,3259,Debit Card,Paid,2025-07-17,2503.2
3260,3260,Cash,Paid,2026-07-04,2306.02
3261,3261,Insurance,Paid,2024-03-02,2429.21
3262,3262,Cash,Paid,2026-04-07,2548.47
3263,3263,UPI,Pending,,0.0
3264,3264,UPI,Paid,2026-07-06,2384.73
3265,3265,UPI,Paid,2024-05-26,1867.76
3266,3266,Cash,Paid,2025-01-22,2939.45
3267,3267,Credit Card,Paid,2026-02-27,2087.73
3268,3268,UPI,Paid,2026-07-04,1416.03
3269,3269,Debit Card,Paid,2025-04-11,2095.61
3270,3270,Debit Card,Paid,2026-07-09,3127.59
3271,3271,UPI,Paid,2025-12-12,3727.57
3272,3272,Credit Card,Pending,,0.0
3273,3273,Insurance,Paid,2026-07-04,1829.62
3274,3274,Insurance,Paid,2024-03-24,2673.36
3275,3275,Credit Card,Paid,2026-07-04,1340.64
3276,3276,Insurance,Paid,2025-02-04,2243.84
3277,3277,Insurance,Paid,2025-09-14,2141.5
3278,3278,Debit Card,Paid,2024-01-28,1772.53
3279,3279,Debit Card,Paid,2024-10-18,3388.85
3280,3280,Debit Card,Paid,2026-07-08,2082.91
3281,3281,Credit Card,Paid,2025-07-10,3519.53
3282,3282,Debit Card,Paid,2025-04-08,2028.51
3283,3283,Credit Card,Paid,2026-07-09,3682.16
3284,3284,Insurance,Paid,2025-05-28,3131.69
3285,3285,Cash,Paid,2025-11-06,708.0
3286,3286,Debit Card,Paid,2026-07-04,2827.94
3287,3287,Insurance,Paid,2026-07-08,2246.99
3288,3288,Credit Card,Paid,2024-03-30,2147.93
3289,3289,UPI,Paid,2026-07-04,2098.28
3290,3290,Debit Card,Paid,2026-07-05,1474.35
3291,3291,Insurance,Paid,2026-07-09,3762.52
3292,3292,Insurance,Paid,2026-07-07,1876.32
3293,3293,Debit Card,Pending,,0.0
3294,3294,UPI,Paid,2025-07-02,1995.04
3295,3295,UPI,Paid,2025-09-03,1711.13
3296,3296,Debit Card,Paid,2025-03-04,3314.28
3297,3297,Debit Card,Paid,2026-07-07,2029.31
3298,3298,UPI,Paid,2025-04-16,1415.23
3299,3299,Cash,Paid,2026-07-06,1565.86
3300,3300,Cash,Paid,2026-04-09,2521.21
3301,3301,Insurance,Pending,,0.0
3302,3302,UPI,Paid,2025-11-02,3025.64
3303,3303,Debit Card,Pending,,0.0
3304,3304,Cash,Paid,2025-11-27,3054.3
3305,3305,UPI,Paid,2025-08-31,2787.17
3306,3306,UPI,Paid,2025-02-10,1232.29
3307,3307,Insurance,Paid,2025-09-13,1876.33
3308,3308,Cash,Paid,2026-05-20,2923.61
3309,3309,Debit Card,Paid,2026-07-08,2526.34
3310,3310,Debit Card,Paid,2026-02-26,3554.27
3311,3311,Debit Card,Paid,2025-12-25,1676.46
3312,3312,UPI,Paid,2026-07-05,2819.65
3313,3313,Debit Card,Paid,2026-03-04,1984.1
3314,3314,UPI,Paid,2026-06-14,2531.07
3315,3315,UPI,Paid,2025-09-01,1430.69
3316,3316,Insurance,Paid,2024-03-26,2157.1
3317,3317,Credit Card,Paid,2026-04-10,1183.36
3318,3318,Debit Card,Paid,2025-07-25,2885.12
3319,3319,Debit Card,Paid,2025-10-03,2196.22
3320,3320,Cash,Paid,2026-07-08,1834.91
3321,3321,UPI,Paid,2025-06-14,3238.29
3322,3322,Insurance,Paid,2026-04-29,2513.02
3323,3323,UPI,Paid,2026-07-07,1870.5
3324,3324,Credit Card,Paid,2024-08-17,2861.43
3325,3325,Cash,Paid,2026-07-05,2118.39
3326,3326,Cash,Paid,2026-07-04,2082.4
3327,3327,Credit Card,Paid,2026-05-18,1820.79
3328,3328,Debit Card,Paid,2024-10-17,2204.16
3329,3329,Cash,Paid,2024-02-22,2428.19
3330,3330,Insurance,Paid,2026-07-07,1650.9
3331,3331,Debit Card,Paid,2026-07-07,1049.76
3332,3332,Credit Card,Paid,2026-07-06,1785.21
3333,3333,Insurance,Refunded,2026-07-08,2441.6
3334,3334,UPI,Paid,2025-06-10,1050.71
3335,3335,Insurance,Paid,2024-04-24,1818.86
3336,3336,UPI,Paid,2025-10-27,3241.58
3337,3337,Cash,Paid,2026-07-05,3132.97
3338,3338,Debit Card,Paid,2026-04-09,3569.42
3339,3339,Debit Card,Pending,,0.0
3340,3340,Debit Card,Paid,2024-12-16,1835.19
3341,3341,Insurance,Paid,2026-07-06,2985.54
3342,3342,Cash,Paid,2024-03-22,2628.21
3343,3343,Credit Card,Paid,2026-07-09,2841.17
3344,3344,Insurance,Paid,2025-04-17,3747.81
3345,3345,Credit Card,Paid,2023-12-14,2902.11
3346,3346,UPI,Paid,2024-04-22,2609.43
3347,3347,Credit Card,Paid,2025-12-07,3358.74
3348,3348,Insurance,Paid,2025-09-06,1873.56
3349,3349,UPI,Paid,2025-04-21,2248.67
3350,3350,Insurance,Paid,2025-01-31,3024.53
3351,3351,Cash,Pending,,0.0
3352,3352,Insurance,Pending,,0.0
3353,3353,Debit Card,Paid,2024-06-01,1526.83
3354,3354,Debit Card,Paid,2026-07-08,2806.05
3355,3355,Debit Card,Paid,2024-09-12,1365.7
3356,3356,Debit Card,Paid,2026-07-09,2856.9
3357,3357,Credit Card,Pending,,0.0
3358,3358,Credit Card,Paid,2026-07-08,2459.83
3359,3359,Insurance,Paid,2025-05-30,3089.22
3360,3360,UPI,Paid,2026-07-06,2026.96
3361,3361,Cash,Paid,2026-07-07,2300.46
3362,3362,Insurance,Paid,2025-10-20,2392.99
3363,3363,Cash,Paid,2026-07-04,2778.58
3364,3364,Insurance,Pending,,0.0
3365,3365,Debit Card,Paid,2026-01-20,2994.58
3366,3366,Cash,Paid,2026-03-25,2884.33
3367,3367,UPI,Paid,2025-05-26,1642.73
3368,3368,UPI,Paid,2026-07-08,3304.37
3369,3369,Cash,Paid,2025-07-02,1184.1
3370,3370,Debit Card,Paid,2026-07-04,1501.06
3371,3371,Cash,Paid,2026-07-09,2215.47
3372,3372,Credit Card,Pending,,0.0
3373,3373,Cash,Paid,2026-07-04,1688.65
3374,3374,UPI,Paid,2026-07-07,3042.77
3375,3375,Cash,Paid,2025-10-19,2900.03
3376,3376,Cash,Paid,2026-07-08,1627.26
3377,3377,Debit Card,Pending,,0.0
